source,destination,distance_km,days,transport,hotel_type,people,season,trip_type,group_type,travel_cost,hotel_cost,food_cost,total_cost,budget_category
Delhi,Kochi,337,7,train,3-star,1,off,long,solo,339,10349,3460,16685,medium
Bangalore,Chennai,241,4,train,4-star,4,off,medium,family,970,18513,12313,37446,medium
Kochi,Bangalore,447,6,bus,2-star,2,normal,medium,family,707,4475,4259,9090,low
Kolkata,Kochi,440,1,bus,4-star,4,peak,short,solo,1553,7465,3685,12250,medium
Hyderabad,Bangalore,1760,1,train,3-star,5,normal,long,family,9821,6040,2822,21970,medium
Hyderabad,Jaipur,1900,7,train,2-star,3,peak,long,couple,7071,11819,8388,32073,low
Kochi,Goa,224,1,bus,2-star,2,normal,long,solo,358,887,693,1867,low
Bangalore,Kolkata,507,6,bus,4-star,3,normal,long,couple,1175,35843,15665,50660,medium
Mumbai,Chennai,419,5,train,5-star,1,off,short,solo,408,21526,5407,32186,high
Chennai,Goa,1101,2,flight,2-star,2,peak,short,couple,5252,963,1535,11620,medium
Goa,Chennai,796,6,flight,3-star,2,off,short,family,3136,8947,5959,27031,medium
Bangalore,Delhi,757,1,train,5-star,5,off,long,family,3827,16126,5413,29854,high
Kolkata,Mumbai,1461,7,bus,4-star,5,peak,medium,family,6498,69876,32423,104749,medium
Bangalore,Chennai,1694,7,bus,2-star,5,peak,long,couple,7464,17966,13246,37249,low
Goa,Bangalore,601,5,train,3-star,5,normal,medium,couple,3368,24515,13600,48791,low
Delhi,Mumbai,1489,3,flight,2-star,2,normal,medium,solo,6570,1817,2082,15679,medium
Delhi,Bangalore,636,7,train,5-star,2,peak,medium,solo,1550,39696,18073,69841,medium
Goa,Jaipur,337,3,train,4-star,4,peak,long,couple,1642,15145,11378,33156,medium
Kochi,Kolkata,1503,4,bus,2-star,5,normal,short,couple,5951,8080,7144,20386,low
Hyderabad,Goa,643,7,bus,5-star,2,peak,short,family,1140,38958,18198,56196,medium
Delhi,Hyderabad,330,6,train,3-star,2,off,medium,solo,647,9053,5971,18438,low
Delhi,Kolkata,1818,7,flight,4-star,2,off,medium,family,7108,18569,10755,54611,medium
Mumbai,Kolkata,1835,3,flight,2-star,4,peak,medium,solo,17714,4088,4622,39573,medium
Mumbai,Delhi,524,6,train,4-star,5,off,short,family,2664,46420,22408,84245,medium
Bangalore,Kolkata,126,2,bus,3-star,3,off,long,family,267,3664,3048,6711,low
Jaipur,Goa,1382,2,flight,3-star,1,normal,long,couple,3004,1986,1080,9098,medium
Goa,Mumbai,1102,4,train,4-star,4,peak,medium,couple,5188,23348,15010,51241,medium
Pune,Jaipur,949,1,flight,2-star,2,normal,long,solo,4176,881,717,8649,medium
Bangalore,Kochi,300,2,flight,4-star,2,off,short,solo,1179,3175,2993,11009,medium
Chennai,Jaipur,161,4,train,2-star,5,normal,long,family,882,8135,7034,18885,low
Kolkata,Chennai,1655,2,train,2-star,5,normal,medium,couple,9123,2720,3440,17989,low
Mumbai,Hyderabad,1108,2,train,2-star,4,normal,short,solo,4889,1803,2809,11180,low
Bangalore,Pune,699,4,train,4-star,4,peak,medium,solo,3386,22658,14664,47969,medium
Bangalore,Pune,1242,1,flight,2-star,2,off,medium,couple,4754,819,637,9317,medium
Bangalore,Mumbai,1871,1,bus,5-star,3,peak,long,solo,5001,13260,3833,21276,high
Jaipur,Hyderabad,1103,6,bus,2-star,1,normal,long,solo,868,4511,2104,7205,low
Jaipur,Goa,383,2,flight,3-star,5,off,short,family,3779,5429,4950,21205,medium
Jaipur,Bangalore,1200,3,bus,4-star,5,off,medium,solo,4327,18718,11644,33405,medium
Kochi,Bangalore,311,1,flight,5-star,4,normal,medium,family,2719,11760,4744,28825,high
Chennai,Kolkata,622,2,bus,3-star,5,peak,medium,solo,2722,6698,6046,14888,low
Delhi,Goa,100,3,flight,2-star,4,off,long,solo,789,3179,3824,11673,low
Pune,Bangalore,306,2,train,3-star,4,normal,long,solo,1333,3993,4497,11555,low
Bangalore,Chennai,594,4,bus,4-star,4,off,long,solo,1723,18438,11915,30937,low
Goa,Jaipur,371,5,train,5-star,4,off,long,couple,1467,42414,21810,77361,medium
Chennai,Kolkata,1370,1,train,4-star,1,normal,medium,solo,1507,3508,840,6890,high
Goa,Kolkata,1850,3,bus,2-star,5,off,short,solo,6833,5067,4705,15967,low
Kochi,Delhi,1208,4,flight,3-star,3,peak,short,couple,8816,13219,7231,43836,medium
Kochi,Hyderabad,1809,5,train,3-star,4,peak,long,couple,8646,17313,11893,44597,medium
Kochi,Chennai,1226,1,train,4-star,5,off,medium,family,6105,9376,3677,22563,medium
Kochi,Jaipur,935,4,bus,3-star,4,off,short,couple,2710,10793,8079,20772,low
Hyderabad,Jaipur,1048,5,train,4-star,4,normal,long,couple,4637,27378,16431,57109,medium
Kolkata,Hyderabad,1170,1,train,4-star,2,off,long,family,2291,3120,1551,8196,medium
Goa,Chennai,853,2,bus,4-star,5,peak,medium,solo,3752,11746,9164,23748,medium
Kochi,Mumbai,1089,6,flight,2-star,2,peak,medium,family,5347,5003,4480,22215,low
Chennai,Pune,1041,2,train,4-star,2,peak,short,solo,2569,3855,3761,11981,medium
Pune,Mumbai,1510,5,flight,5-star,3,peak,short,family,10820,53809,19447,125894,high
Jaipur,Bangalore,748,3,train,2-star,2,peak,medium,couple,1832,2004,2276,7192,low
Mumbai,Bangalore,1108,3,bus,3-star,3,peak,short,couple,3012,8830,5498,16686,low
Pune,Kochi,1479,4,bus,4-star,3,normal,medium,family,3468,21667,10012,33821,medium
Bangalore,Jaipur,909,3,flight,5-star,3,off,medium,family,5482,21277,9629,54541,high
Kolkata,Bangalore,1435,2,flight,4-star,4,peak,medium,family,14055,7818,7337,43741,high
Kochi,Jaipur,1202,6,bus,4-star,5,normal,medium,family,4886,53322,25141,80230,medium
Goa,Delhi,412,3,flight,3-star,3,normal,long,family,2784,7825,4903,23251,medium
Hyderabad,Mumbai,491,6,flight,4-star,2,off,short,solo,1958,15548,9216,40044,medium
Jaipur,Delhi,884,7,flight,4-star,4,peak,medium,family,8588,46070,26506,121560,medium
Kolkata,Delhi,349,6,train,4-star,3,normal,short,solo,1147,35121,15563,60975,medium
Kochi,Delhi,450,5,bus,2-star,1,peak,long,family,400,4006,1891,6062,low
Chennai,Goa,161,3,bus,4-star,4,normal,short,family,519,13815,10003,23460,low
Pune,Jaipur,1773,3,flight,3-star,3,off,short,solo,10520,7102,4507,33154,medium
Mumbai,Pune,1934,3,bus,2-star,2,normal,medium,solo,3132,1748,2073,6697,low
Pune,Bangalore,1071,1,train,2-star,1,peak,long,solo,1267,983,387,3105,medium
Goa,Delhi,746,7,flight,3-star,5,normal,long,family,8176,35681,19625,95092,medium
Kolkata,Mumbai,1966,6,train,4-star,3,normal,medium,solo,6263,35649,15175,67168,medium
Kolkata,Kochi,1110,7,bus,4-star,1,peak,long,solo,975,22917,6696,29457,medium
Hyderabad,Goa,327,4,flight,2-star,2,normal,medium,couple,1412,2700,2822,10386,low
Chennai,Kochi,1494,1,train,5-star,5,normal,long,family,8018,17751,5986,37411,high
Hyderabad,Mumbai,893,2,flight,5-star,2,off,medium,family,3489,5333,4297,19664,medium
Goa,Hyderabad,387,7,train,4-star,4,normal,medium,solo,1719,41784,24184,79653,medium
Pune,Kolkata,1320,5,train,5-star,1,off,short,couple,1287,21194,5556,33019,high
Goa,Delhi,198,1,train,4-star,1,off,medium,couple,194,3088,745,4745,medium
Goa,Pune,642,6,flight,2-star,3,peak,medium,solo,4736,9849,6903,32188,low
Mumbai,Jaipur,514,3,flight,4-star,3,normal,medium,couple,3384,14212,7629,37767,medium
Delhi,Kochi,136,2,train,4-star,2,peak,long,family,340,3857,3799,9405,medium
Mumbai,Pune,1071,5,flight,5-star,1,peak,long,family,2623,26385,6541,53256,high
Goa,Delhi,1242,1,bus,4-star,4,normal,medium,solo,3994,7053,3370,13880,medium
Kolkata,Pune,1797,1,flight,4-star,4,off,short,family,14267,6416,3155,35684,high
Hyderabad,Delhi,1259,3,flight,5-star,3,peak,short,solo,9257,27137,11767,72072,high
Bangalore,Hyderabad,1570,5,train,2-star,3,off,long,couple,4711,6610,4661,18801,low
Mumbai,Jaipur,1863,1,bus,4-star,1,peak,short,solo,1627,3950,921,6252,high
Kochi,Delhi,247,4,flight,5-star,5,normal,long,couple,2662,55237,24430,123170,high
Bangalore,Goa,1464,6,flight,2-star,1,normal,medium,family,3241,4496,2086,14713,medium
Delhi,Jaipur,1747,7,train,2-star,4,peak,short,family,8491,12161,10818,37012,low
Mumbai,Delhi,153,6,flight,2-star,4,normal,medium,solo,1390,8878,8397,27967,low
Jaipur,Goa,1558,1,bus,2-star,2,peak,medium,family,2726,973,768,4303,medium
Pune,Goa,107,6,bus,5-star,2,normal,long,couple,172,30235,14868,43554,medium
Goa,Mumbai,869,2,flight,2-star,4,peak,short,solo,8470,2014,3083,20314,medium
Kolkata,Mumbai,1422,5,flight,3-star,4,peak,medium,family,14111,18233,12196,66614,medium
Kolkata,Delhi,1347,6,train,5-star,4,normal,short,family,5838,59506,28921,110984,medium
Hyderabad,Bangalore,826,4,train,4-star,5,normal,medium,couple,4574,31830,17117,62957,medium
Delhi,Goa,175,7,flight,2-star,1,peak,short,solo,423,5883,2711,13511,low
Kochi,Chennai,1031,1,flight,4-star,2,peak,long,solo,5128,3908,1884,16336,high
Goa,Pune,387,6,bus,2-star,1,peak,long,solo,345,4922,2292,7281,low
Mumbai,Delhi,1433,2,train,3-star,2,off,medium,couple,2805,1796,1967,7734,low
Goa,Jaipur,1860,3,flight,4-star,2,normal,short,solo,8332,6950,5038,30434,high
Bangalore,Mumbai,193,1,train,2-star,4,peak,long,couple,961,1966,1543,5259,low
Jaipur,Bangalore,745,4,train,2-star,1,normal,medium,solo,825,2653,1425,5771,low
Kochi,Pune,607,1,train,3-star,2,peak,short,family,1482,2251,1197,5798,medium
Goa,Delhi,438,3,train,2-star,1,off,medium,couple,434,1620,948,3532,low
Goa,Hyderabad,1839,5,flight,5-star,4,peak,short,couple,17413,52887,25835,144095,high
Bangalore,Goa,1014,6,flight,5-star,3,normal,short,couple,6728,58084,21000,128788,high
Delhi,Goa,501,1,train,4-star,5,off,long,solo,2510,9372,3768,18427,medium
Goa,Hyderabad,506,5,bus,3-star,3,off,short,family,1113,14470,7522,22238,low
Goa,Kochi,215,6,train,3-star,3,off,short,solo,636,18723,8829,33127,low
Chennai,Delhi,982,4,bus,3-star,1,off,medium,couple,725,5395,1930,7754,low
Goa,Bangalore,1041,1,bus,2-star,2,off,long,couple,1509,813,620,2832,low
Bangalore,Goa,1395,5,bus,5-star,4,peak,long,solo,4842,52780,26538,81042,medium
Goa,Kochi,1233,2,bus,2-star,3,normal,long,family,2849,1828,2084,6516,low
Kolkata,Mumbai,1201,6,bus,4-star,1,peak,short,family,1035,19521,5608,25180,medium
Kolkata,Hyderabad,1152,1,train,5-star,5,off,short,solo,5806,16306,5399,32364,high
Kochi,Pune,1100,3,flight,5-star,3,peak,short,solo,7967,26591,11806,69442,high
Mumbai,Chennai,824,6,bus,3-star,1,peak,short,family,715,11100,3622,14859,medium
Bangalore,Kolkata,1717,2,bus,4-star,4,normal,long,family,5497,7114,6788,18674,medium
Mumbai,Bangalore,310,1,bus,5-star,1,peak,long,couple,272,6540,1328,7841,high
Pune,Goa,1990,2,train,2-star,1,normal,short,solo,2200,912,693,4477,medium
Goa,Chennai,1491,4,flight,4-star,1,normal,medium,family,3257,10624,3412,25893,high
Chennai,Jaipur,1924,7,bus,4-star,4,peak,long,solo,6680,47105,25513,76354,medium
Chennai,Goa,172,1,bus,5-star,1,off,short,couple,125,5297,1110,6294,high
Kochi,Mumbai,1788,6,bus,3-star,1,off,medium,solo,1257,9155,2966,12875,medium
Delhi,Bangalore,938,6,bus,3-star,1,peak,short,family,820,11030,3664,14935,medium
Mumbai,Delhi,348,5,bus,4-star,3,peak,long,solo,906,30423,14161,43822,medium
Jaipur,Bangalore,1406,1,train,2-star,4,peak,long,solo,6630,1962,1610,12016,medium
Hyderabad,Jaipur,1776,4,bus,4-star,1,peak,long,couple,1540,11748,3707,16356,medium
Pune,Chennai,660,1,train,3-star,3,normal,short,family,2194,4039,1677,9302,medium
Pune,Kochi,1485,4,bus,3-star,1,peak,long,family,1302,6796,2398,10096,medium
Hyderabad,Pune,909,4,train,3-star,1,peak,short,couple,1103,6624,2379,11895,medium
Delhi,Pune,971,1,bus,5-star,4,off,long,family,2784,10826,4291,17239,medium
Mumbai,Kochi,1961,4,flight,4-star,3,peak,medium,family,14758,22809,11418,73336,high
Goa,Pune,1819,1,train,4-star,3,normal,short,couple,6079,6998,2516,18349,high
Kolkata,Mumbai,1329,1,flight,4-star,1,off,long,family,2601,3125,744,9699,high
Goa,Kochi,100,6,train,2-star,3,off,short,couple,292,7919,5784,16476,low
Kochi,Goa,1233,6,flight,2-star,3,normal,medium,couple,8213,9106,6355,35439,low
Bangalore,Goa,1761,5,flight,5-star,1,off,short,family,3495,22073,5350,46272,high
Goa,Delhi,1998,6,bus,2-star,3,peak,long,couple,5283,10010,6792,21268,low
Goa,Chennai,1826,3,train,3-star,3,peak,medium,solo,6936,8803,5456,24921,medium
Kochi,Delhi,786,5,bus,5-star,1,off,short,couple,576,21896,5403,26823,high
Kochi,Delhi,139,2,bus,5-star,5,normal,short,couple,557,17593,11899,28968,medium
Kochi,Bangalore,1234,3,train,4-star,2,off,long,solo,2462,6341,4674,15851,medium
Mumbai,Kochi,786,2,flight,2-star,3,normal,medium,couple,5178,1762,2133,13592,medium
Bangalore,Jaipur,1598,3,flight,4-star,4,normal,long,couple,14365,14188,10174,57966,medium
Jaipur,Delhi,1403,6,train,3-star,2,peak,medium,family,3448,11565,7272,26180,medium
Chennai,Kolkata,1892,3,bus,3-star,1,peak,medium,couple,1632,4361,1832,7538,medium
Pune,Kochi,108,1,train,4-star,3,normal,medium,couple,347,7017,2564,11683,medium
Goa,Hyderabad,1195,4,bus,4-star,3,off,short,family,2640,19271,9299,30020,medium
Chennai,Hyderabad,1265,4,train,4-star,1,normal,long,family,1346,10645,3435,18145,medium
Mumbai,Pune,1020,4,train,4-star,1,peak,medium,couple,1238,11250,3696,19074,medium
Delhi,Bangalore,1313,1,bus,3-star,3,peak,medium,solo,3405,4267,1814,9146,medium
Kolkata,Pune,1367,5,train,3-star,1,off,short,couple,1337,7483,2468,13264,medium
Goa,Bangalore,529,7,flight,4-star,5,normal,long,solo,5931,61517,29513,145404,medium
Jaipur,Hyderabad,1253,3,bus,2-star,1,normal,long,couple,1003,1775,1043,3681,low
Kochi,Mumbai,1868,6,flight,2-star,1,peak,long,family,4505,4932,2374,17689,medium
Jaipur,Chennai,1231,4,bus,2-star,4,normal,short,solo,3961,5438,5645,14480,low
Kochi,Mumbai,1555,6,flight,5-star,4,peak,short,solo,15190,65917,31527,168735,high
Delhi,Hyderabad,351,7,bus,2-star,4,off,long,couple,1013,9888,8969,19114,low
Kolkata,Jaipur,475,7,flight,5-star,3,normal,long,couple,3123,72829,25126,151341,high
Bangalore,Goa,767,5,flight,2-star,1,normal,short,solo,1688,3574,1745,10498,medium
Chennai,Bangalore,874,3,flight,4-star,1,normal,short,solo,1961,7009,2555,17259,high
Delhi,Goa,273,3,flight,5-star,1,peak,long,solo,646,13138,3945,26566,high
Delhi,Mumbai,1077,2,flight,5-star,3,peak,medium,solo,7721,13204,7869,43146,high
Hyderabad,Chennai,695,7,bus,5-star,2,peak,long,family,1224,39672,18215,56935,medium
Kochi,Delhi,1308,6,train,5-star,4,normal,short,solo,5720,60069,29311,111889,medium
Goa,Pune,770,4,bus,2-star,4,off,short,couple,2226,4811,5070,11659,low
Kolkata,Pune,625,1,flight,3-star,2,off,long,couple,2538,1824,998,8019,medium
Delhi,Kolkata,858,7,flight,5-star,3,peak,short,family,6296,80910,28167,172610,high
Goa,Hyderabad,1443,5,flight,4-star,1,off,long,couple,2881,12801,3762,29110,high
Mumbai,Bangalore,996,5,flight,5-star,3,normal,short,couple,6425,48113,18018,108690,high
Hyderabad,Bangalore,623,2,flight,5-star,5,off,short,couple,6117,16400,10498,49470,medium
Delhi,Mumbai,263,6,bus,5-star,4,peak,medium,couple,918,65519,30902,93816,medium
Kolkata,Jaipur,984,1,bus,4-star,2,peak,medium,couple,1770,3771,1853,7123,medium
Chennai,Delhi,1733,7,bus,2-star,3,off,long,solo,3794,9814,6505,19366,low
Jaipur,Kolkata,308,7,train,4-star,4,off,short,solo,1232,37964,22169,72154,medium
Goa,Mumbai,246,2,flight,4-star,2,peak,short,family,1197,3841,3691,13080,medium
Goa,Chennai,405,6,bus,4-star,1,off,short,family,288,15554,4684,19773,medium
Pune,Hyderabad,1265,4,bus,2-star,1,off,long,family,911,2450,1288,4473,low
Hyderabad,Jaipur,1507,3,flight,5-star,1,off,short,family,2878,11007,3242,25645,high
Pune,Mumbai,919,5,flight,3-star,3,peak,medium,family,6715,17381,8972,49562,medium
Jaipur,Kochi,410,5,bus,3-star,2,peak,long,solo,726,9114,6141,15363,low
Kolkata,Bangalore,1643,7,bus,5-star,1,normal,long,couple,1339,35896,8324,43883,high
Delhi,Pune,1466,3,flight,3-star,3,off,long,family,8606,7147,4317,30092,medium
Delhi,Hyderabad,1128,7,train,3-star,3,off,short,family,3313,21418,10367,41329,low
Bangalore,Delhi,144,5,train,3-star,2,off,long,couple,285,7239,4948,14676,low
Chennai,Hyderabad,1865,1,bus,5-star,1,off,medium,family,1331,5240,1070,7369,high
Goa,Kochi,1333,7,bus,4-star,1,normal,medium,family,1050,21146,6031,27169,medium
Hyderabad,Mumbai,1762,4,bus,5-star,1,peak,long,solo,1572,20024,5269,25856,high
Pune,Jaipur,1562,6,train,2-star,3,normal,medium,solo,5114,8899,6157,23761,low
Jaipur,Kolkata,493,5,flight,4-star,3,peak,long,family,3632,30719,13762,72101,medium
Pune,Bangalore,1493,7,train,4-star,2,normal,short,couple,3243,20726,11907,42248,medium
Bangalore,Kolkata,1284,5,train,4-star,3,peak,long,couple,4735,30639,13551,57627,medium
Jaipur,Kochi,1244,6,bus,5-star,2,peak,short,couple,2183,32922,15786,49016,medium
Pune,Chennai,327,6,train,5-star,4,off,short,couple,1282,54176,25945,95796,medium
Bangalore,Kochi,1301,3,train,2-star,3,off,long,family,3862,3260,2816,11696,low
Jaipur,Kolkata,414,2,train,4-star,3,normal,short,couple,1356,7144,5142,16042,medium
Bangalore,Jaipur,1184,7,bus,3-star,4,normal,medium,solo,3835,24441,15521,42138,low
Bangalore,Kochi,1242,5,bus,3-star,3,off,short,solo,2720,14058,7447,23346,low
Chennai,Jaipur,1116,5,train,2-star,3,off,medium,couple,3305,6643,4790,17329,low
Kolkata,Pune,747,3,flight,5-star,2,normal,medium,solo,3255,12067,7218,33759,high
Pune,Kolkata,1160,7,bus,4-star,2,off,medium,couple,1681,18611,10767,29923,medium
Pune,Chennai,1616,4,flight,5-star,5,off,medium,family,15943,48805,21365,129004,high
Delhi,Goa,1826,7,train,4-star,1,off,long,family,1791,19232,5270,30928,medium
Bangalore,Kochi,792,7,bus,3-star,4,normal,medium,family,2497,23981,15221,40170,low
Hyderabad,Mumbai,1992,1,bus,2-star,1,peak,short,family,1729,991,376,2982,medium
Mumbai,Bangalore,1824,3,bus,2-star,3,off,medium,family,3880,3339,2854,9696,low
Chennai,Jaipur,273,3,bus,2-star,1,normal,medium,solo,215,1811,1058,2968,low
Hyderabad,Goa,1833,5,bus,2-star,2,peak,short,solo,3274,3952,3906,10713,low
Chennai,Kochi,1814,1,train,5-star,5,normal,medium,family,9671,17714,6014,39354,high
Kolkata,Kochi,710,6,train,4-star,5,normal,medium,family,3924,51781,25599,95740,medium
Kochi,Delhi,1539,6,flight,5-star,3,peak,short,couple,11068,65725,24125,151176,high
Jaipur,Kochi,369,1,bus,3-star,3,off,medium,solo,807,3546,1461,5602,low
Mumbai,Chennai,1295,1,train,4-star,3,normal,short,couple,4247,6997,2524,16208,high
Delhi,Pune,1277,5,bus,3-star,3,off,medium,solo,2801,14475,7470,23819,low
Jaipur,Mumbai,1678,5,bus,5-star,3,peak,short,couple,4345,53724,18962,74180,medium
Hyderabad,Kochi,1368,6,bus,5-star,5,off,short,couple,4986,82135,32189,114832,medium
Chennai,Jaipur,1517,7,flight,2-star,2,off,medium,solo,6122,4855,4414,23044,low
Chennai,Kolkata,1256,2,train,3-star,4,peak,medium,family,6110,4610,4937,18401,medium
Delhi,Chennai,1896,1,flight,5-star,2,peak,long,solo,9273,6509,2645,27602,high
Chennai,Jaipur,1798,3,bus,4-star,3,peak,short,solo,4688,15589,8432,27637,medium
Bangalore,Delhi,1674,4,bus,4-star,2,peak,long,couple,2896,11564,7384,21043,medium
Bangalore,Kochi,593,7,flight,3-star,3,peak,short,couple,4314,26059,12710,64569,medium
Kolkata,Goa,1508,2,train,3-star,4,off,long,family,6038,3597,3936,15969,low
Hyderabad,Bangalore,1914,6,train,3-star,3,off,long,couple,5701,18188,8762,38425,medium
Mumbai,Bangalore,1547,4,bus,5-star,2,peak,medium,couple,2733,20191,10650,32300,medium
Pune,Kochi,1314,1,flight,3-star,1,normal,long,family,2893,2019,553,8182,high
Bangalore,Hyderabad,1157,4,flight,2-star,1,normal,medium,couple,2574,2618,1367,9833,medium
Kolkata,Goa,954,2,train,4-star,2,normal,short,solo,2130,3420,3420,10558,medium
Goa,Jaipur,777,5,flight,2-star,2,normal,short,couple,3400,3546,3518,15679,low
Chennai,Kochi,1577,5,train,4-star,1,peak,medium,couple,1913,15887,4631,26365,high
Chennai,Jaipur,1861,7,train,3-star,2,off,long,solo,3764,10857,6861,25279,low
Kolkata,Mumbai,125,1,bus,5-star,5,off,long,family,455,16337,5402,21363,medium
Kochi,Mumbai,305,6,flight,3-star,3,peak,short,solo,2223,21802,10755,52131,medium
Hyderabad,Delhi,904,5,flight,3-star,3,peak,medium,family,6637,17540,9064,49793,medium
Kolkata,Chennai,1326,2,bus,3-star,4,normal,medium,family,4261,4015,4305,12119,low
Hyderabad,Kolkata,754,6,bus,4-star,1,normal,medium,family,614,17531,5084,22367,medium
Delhi,Kolkata,248,4,flight,4-star,2,peak,long,solo,1208,11590,7566,30491,medium
Chennai,Bangalore,1418,1,flight,4-star,1,normal,long,family,3144,3537,867,11298,high
Delhi,Hyderabad,1153,5,flight,3-star,1,peak,medium,couple,2827,8778,2974,21842,medium
Jaipur,Mumbai,1471,2,train,5-star,2,off,short,couple,2985,5380,4289,14891,medium
Bangalore,Jaipur,1894,5,bus,4-star,2,peak,long,solo,3246,15478,9370,27053,medium
Kochi,Bangalore,1160,2,train,5-star,4,normal,long,solo,4988,12081,9528,31312,medium
Chennai,Hyderabad,1383,1,train,2-star,1,peak,short,solo,1740,981,382,3647,medium
Chennai,Jaipur,306,3,bus,4-star,3,peak,long,family,797,15695,8367,23923,medium
Hyderabad,Pune,1137,3,bus,5-star,2,off,short,family,1619,10914,6345,18181,medium
Pune,Goa,650,1,flight,4-star,3,peak,short,couple,4763,7905,2828,23185,high
Delhi,Pune,1665,2,bus,5-star,1,off,medium,couple,1210,5470,2215,8557,medium
Chennai,Pune,414,4,flight,5-star,2,off,long,solo,1669,16306,8757,40019,high
Mumbai,Chennai,1888,3,flight,2-star,5,peak,long,couple,22541,6009,5687,51318,medium
Mumbai,Kolkata,906,6,bus,2-star,3,normal,short,family,2162,8583,6337,16474,low
Hyderabad,Mumbai,167,4,flight,3-star,4,peak,medium,couple,1600,13420,9736,37058,medium
Mumbai,Jaipur,676,3,train,2-star,4,peak,medium,couple,3327,3895,4691,14016,low
Bangalore,Chennai,633,7,bus,4-star,3,peak,short,solo,1723,46729,19867,65739,medium
Pune,Delhi,216,5,flight,4-star,4,off,medium,couple,1715,25001,15474,63201,medium
Jaipur,Kolkata,1177,2,bus,3-star,1,off,short,family,828,1788,963,3449,low
Kolkata,Pune,183,6,bus,5-star,2,normal,long,couple,289,30288,14509,43392,medium
Bangalore,Pune,1973,1,bus,3-star,3,normal,medium,family,4738,4010,1603,9969,medium
Delhi,Goa,1418,4,train,5-star,4,off,short,couple,5583,32068,17109,64493,medium
Kochi,Chennai,931,5,bus,4-star,2,normal,short,solo,1502,13819,8422,22879,medium
Bangalore,Pune,1195,2,flight,2-star,3,off,long,solo,6876,1612,1859,15524,medium
Kochi,Goa,1897,5,train,2-star,1,peak,short,family,2298,3903,1928,9571,low
Mumbai,Pune,592,7,bus,5-star,4,normal,long,couple,1890,73805,33850,105362,medium
Kochi,Jaipur,1944,3,bus,2-star,3,off,long,couple,4083,3178,2837,9735,low
Bangalore,Jaipur,405,1,flight,3-star,3,normal,medium,family,2635,3821,1683,12209,medium
Chennai,Hyderabad,465,2,bus,3-star,5,normal,medium,couple,1880,6046,5449,12879,low
Bangalore,Kolkata,1165,3,train,3-star,1,normal,short,family,1289,3957,1655,8124,medium
Delhi,Goa,1857,2,train,3-star,2,off,medium,solo,3626,1840,1933,8712,medium
Pune,Mumbai,1934,4,train,4-star,4,off,medium,couple,7800,18911,12150,45733,medium
Kolkata,Pune,586,4,flight,2-star,2,peak,long,couple,2843,3002,3143,13454,low
Goa,Kolkata,1959,2,bus,3-star,1,normal,medium,solo,1574,1973,1100,4475,medium
Chennai,Hyderabad,1500,2,flight,2-star,4,peak,long,family,14915,2020,3121,29996,medium
Kolkata,Pune,1295,1,train,3-star,5,peak,short,solo,7928,6669,3077,20785,medium
Jaipur,Kochi,203,4,bus,3-star,5,normal,medium,solo,806,17634,11011,28383,low
Bangalore,Jaipur,1550,2,train,4-star,4,normal,short,family,6736,6889,6726,23973,medium
Pune,Hyderabad,1385,1,flight,5-star,3,peak,long,couple,10429,13226,3981,41357,high
Bangalore,Kolkata,795,7,flight,3-star,3,peak,medium,couple,5665,25669,12548,65832,medium
Kolkata,Hyderabad,349,2,bus,5-star,5,off,medium,couple,1283,16281,10896,27393,medium
Bangalore,Jaipur,992,6,train,2-star,1,normal,short,couple,1103,4460,2143,9068,low
Kolkata,Goa,706,3,flight,4-star,4,off,medium,couple,5538,12865,9240,41382,medium
Bangalore,Chennai,269,2,bus,3-star,2,normal,medium,couple,418,1977,2141,4374,low
Hyderabad,Jaipur,208,1,bus,2-star,4,peak,short,family,744,1979,1488,4057,low
Mumbai,Delhi,427,5,train,2-star,4,peak,medium,solo,2078,7856,7528,20570,low
Goa,Chennai,1626,4,bus,5-star,4,peak,short,solo,5867,39663,21027,64087,medium
Bangalore,Jaipur,1269,5,train,2-star,4,peak,long,family,6105,7740,7549,25208,low
Goa,Hyderabad,1513,4,bus,2-star,2,normal,long,family,2467,2680,2800,7650,low
Goa,Mumbai,487,1,train,5-star,4,off,medium,solo,1869,10586,4359,19807,medium
Delhi,Chennai,106,6,train,3-star,3,off,short,solo,316,18473,9089,32761,low
Bangalore,Pune,1145,6,train,4-star,4,peak,medium,family,5522,38773,22333,78409,medium
Chennai,Hyderabad,1528,7,bus,4-star,2,peak,short,family,2772,23498,13123,37902,medium
Goa,Hyderabad,1292,3,flight,4-star,2,normal,medium,solo,5701,7151,5144,26936,medium
Goa,Kolkata,127,3,flight,2-star,3,normal,medium,solo,857,3481,3171,11256,low
Pune,Chennai,1632,1,bus,2-star,3,normal,short,couple,3886,1847,1074,6552,medium
Chennai,Bangalore,638,3,bus,2-star,1,normal,long,family,510,1841,1078,3297,low
Goa,Kochi,784,4,train,3-star,3,normal,long,solo,2590,12444,6596,25424,medium
Chennai,Bangalore,1533,6,bus,2-star,4,normal,short,solo,4889,9116,8355,21528,low
Bangalore,Pune,1313,6,bus,3-star,3,peak,long,solo,3470,22465,10893,35434,low
Jaipur,Bangalore,1140,7,bus,2-star,3,peak,short,family,2933,11945,8000,22037,low
Mumbai,Chennai,395,4,bus,5-star,5,peak,long,solo,1760,60020,26982,85400,medium
